epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,14140.1,0.89261,0.50002,0.94103,0.94834,0.89911,0.95022,0.69454,0.98856,0.52039,1.00089,0.003152,0.003152,0.003152
114,14269.6,0.87655,0.50698,0.93361,0.94298,0.9,0.94632,0.68918,0.98939,0.5245,1.00083,0.0031355,0.0031355,0.0031355
115,14400.1,0.87769,0.50258,0.93576,0.94921,0.90115,0.94783,0.69796,0.97837,0.51399,0.996,0.003119,0.003119,0.003119
116,14529.4,0.89219,0.49876,0.94076,0.93235,0.91161,0.94331,0.69659,0.98736,0.51978,0.99461,0.0031025,0.0031025,0.0031025
117,14658.1,0.88118,0.49812,0.93661,0.94161,0.90715,0.94673,0.69574,0.98233,0.51827,0.9924,0.003086,0.003086,0.003086
118,14787.3,0.87167,0.48904,0.93702,0.93468,0.90804,0.94461,0.69583,0.98462,0.51463,0.99265,0.0030695,0.0030695,0.0030695
119,14915.9,0.86956,0.48779,0.92887,0.93295,0.90893,0.94326,0.68966,0.98597,0.51734,0.9991,0.003053,0.003053,0.003053
120,15047.6,0.89474,0.50031,0.9344,0.93966,0.90385,0.94463,0.69195,0.98245,0.50383,0.99694,0.0030365,0.0030365,0.0030365
121,15182.4,0.87887,0.50333,0.94001,0.93743,0.91696,0.952,0.69875,0.97892,0.50376,0.99543,0.00302,0.00302,0.00302
122,15317.5,0.87157,0.49642,0.93777,0.9331,0.91786,0.94576,0.69677,0.98081,0.50659,0.99648,0.0030035,0.0030035,0.0030035
123,15452.1,0.87886,0.4968,0.93291,0.94342,0.90536,0.94288,0.69729,0.97797,0.50711,0.99655,0.002987,0.002987,0.002987
124,15574.7,0.87558,0.48667,0.9333,0.94547,0.9,0.94712,0.7003,0.97255,0.50431,0.98908,0.0029705,0.0029705,0.0029705
125,15694.2,0.88343,0.4872,0.93061,0.93758,0.90804,0.94699,0.69922,0.97508,0.50813,0.99122,0.002954,0.002954,0.002954
126,15823.6,0.86067,0.48672,0.92813,0.94124,0.91518,0.94836,0.69936,0.97512,0.49947,0.99748,0.0029375,0.0029375,0.0029375
127,15951.8,0.86751,0.48637,0.93294,0.94357,0.92571,0.95088,0.70055,0.9745,0.49129,0.99047,0.002921,0.002921,0.002921
128,16071.6,0.86554,0.46779,0.9287,0.94485,0.91783,0.94908,0.69985,0.97581,0.49687,0.98811,0.0029045,0.0029045,0.0029045
129,16191.3,0.85493,0.47423,0.92493,0.94334,0.92166,0.95073,0.7024,0.9831,0.49215,0.99377,0.002888,0.002888,0.002888
130,16311,0.85584,0.47743,0.92161,0.95579,0.90718,0.95139,0.70056,0.97542,0.49164,0.98975,0.0028715,0.0028715,0.0028715
131,16430.7,0.84969,0.47398,0.92471,0.94762,0.90453,0.94965,0.69915,0.981,0.48846,0.99212,0.002855,0.002855,0.002855
132,16551.4,0.8449,0.4666,0.92388,0.95061,0.89643,0.94601,0.69944,0.98001,0.49242,0.99231,0.0028385,0.0028385,0.0028385
133,16671.3,0.84065,0.47115,0.92462,0.93205,0.91429,0.94666,0.70313,0.97506,0.50033,0.99046,0.002822,0.002822,0.002822
134,16791.4,0.86107,0.47934,0.93012,0.94008,0.9105,0.94767,0.69828,0.9773,0.5113,0.9913,0.0028055,0.0028055,0.0028055
135,16911.5,0.84544,0.47002,0.92877,0.94132,0.90228,0.948,0.70563,0.9704,0.50197,0.98969,0.002789,0.002789,0.002789
136,17031.2,0.85621,0.46783,0.9233,0.93884,0.91822,0.9514,0.70202,0.97956,0.50068,0.99583,0.0027725,0.0027725,0.0027725
137,17151.1,0.85051,0.47532,0.92741,0.95029,0.90804,0.95062,0.70145,0.98054,0.49505,0.99654,0.002756,0.002756,0.002756
138,17269.3,0.85223,0.47142,0.92551,0.95278,0.91518,0.95094,0.69908,0.97865,0.50069,0.99066,0.0027395,0.0027395,0.0027395
139,17403.3,0.84084,0.46418,0.9205,0.94614,0.90972,0.95007,0.70013,0.98107,0.5082,0.99388,0.002723,0.002723,0.002723
140,17539.4,0.84041,0.47223,0.92447,0.94382,0.90179,0.95026,0.70087,0.98662,0.509,0.99899,0.0027065,0.0027065,0.0027065
141,17674.8,0.83983,0.46119,0.92562,0.953,0.90268,0.95036,0.70147,0.98664,0.49968,0.99785,0.00269,0.00269,0.00269
142,17807,0.85644,0.4676,0.92287,0.96036,0.91161,0.95163,0.70326,0.98126,0.49428,0.99626,0.0026735,0.0026735,0.0026735
143,17936,0.8542,0.46852,0.92438,0.94116,0.914,0.95004,0.70342,0.97749,0.49113,0.99434,0.002657,0.002657,0.002657
144,18064.6,0.82468,0.45107,0.91911,0.94188,0.91158,0.95038,0.70301,0.97963,0.49137,0.99593,0.0026405,0.0026405,0.0026405
145,18190.8,0.83191,0.45913,0.92067,0.95652,0.90358,0.94901,0.70483,0.97711,0.49076,0.99265,0.002624,0.002624,0.002624
146,18310.6,0.83624,0.45787,0.92143,0.94935,0.91696,0.9519,0.70384,0.98057,0.4899,0.99576,0.0026075,0.0026075,0.0026075
147,18430.1,0.83764,0.45697,0.92243,0.95274,0.91786,0.95405,0.70732,0.9796,0.4887,0.99215,0.002591,0.002591,0.002591
148,18550.4,0.82263,0.45002,0.91807,0.9439,0.9163,0.95312,0.70596,0.97804,0.48339,0.99088,0.0025745,0.0025745,0.0025745
149,18679.8,0.82268,0.44782,0.92557,0.94914,0.91696,0.95598,0.70665,0.98001,0.48454,0.99478,0.002558,0.002558,0.002558
150,18809,0.83324,0.45294,0.91758,0.94282,0.91607,0.95488,0.70738,0.98053,0.4862,0.9954,0.0025415,0.0025415,0.0025415
151,18939.7,0.81916,0.44966,0.9152,0.94889,0.91518,0.95563,0.70962,0.97711,0.48373,0.99376,0.002525,0.002525,0.002525
152,19071.1,0.8301,0.4555,0.92454,0.94707,0.92321,0.95454,0.70845,0.98027,0.47975,0.99443,0.0025085,0.0025085,0.0025085
153,19201,0.8234,0.44925,0.91651,0.94867,0.91429,0.95512,0.70609,0.98143,0.47952,0.99531,0.002492,0.002492,0.002492
154,19332.3,0.82902,0.45035,0.91443,0.94558,0.91532,0.9527,0.70733,0.98062,0.48893,0.99609,0.0024755,0.0024755,0.0024755
155,19461.2,0.81964,0.44595,0.91481,0.95244,0.91182,0.95356,0.70572,0.98299,0.48997,0.99819,0.002459,0.002459,0.002459
156,19589.9,0.81964,0.44537,0.91544,0.94896,0.9125,0.95386,0.70654,0.98247,0.48539,0.99945,0.0024425,0.0024425,0.0024425
157,19718.8,0.81903,0.45192,0.91784,0.9506,0.91696,0.95635,0.70461,0.98482,0.48027,1.00221,0.002426,0.002426,0.002426
158,19847.4,0.81731,0.44755,0.91843,0.94835,0.918,0.95477,0.70281,0.98254,0.48832,1.00195,0.0024095,0.0024095,0.0024095
159,19978.9,0.80426,0.43844,0.91353,0.94775,0.91964,0.95228,0.70334,0.97924,0.49474,0.99901,0.002393,0.002393,0.002393
160,20108.5,0.79748,0.43891,0.9095,0.94403,0.92321,0.94915,0.70388,0.97611,0.49193,0.99614,0.0023765,0.0023765,0.0023765
161,20238.3,0.81792,0.44299,0.91664,0.94447,0.92626,0.95013,0.70502,0.97562,0.49177,0.99793,0.00236,0.00236,0.00236
162,20368,0.7991,0.43705,0.91078,0.95345,0.9144,0.94783,0.70313,0.97691,0.49435,0.99894,0.0023435,0.0023435,0.0023435
163,20497.7,0.81753,0.43602,0.9105,0.94229,0.91846,0.94896,0.70246,0.98278,0.50648,1.00147,0.002327,0.002327,0.002327
164,20627.3,0.80679,0.43038,0.91354,0.92759,0.92651,0.94899,0.70111,0.98248,0.50834,0.99966,0.0023105,0.0023105,0.0023105
165,20757.2,0.80578,0.43147,0.91162,0.93534,0.92589,0.94748,0.70038,0.98187,0.51116,0.99909,0.002294,0.002294,0.002294
166,20885.3,0.79415,0.42732,0.90928,0.94763,0.91518,0.94649,0.70157,0.98047,0.50273,0.99976,0.0022775,0.0022775,0.0022775
167,21013.3,0.79479,0.4296,0.91124,0.93752,0.92436,0.94905,0.70544,0.98147,0.50025,1.00116,0.002261,0.002261,0.002261
168,21141.8,0.80704,0.43431,0.90889,0.94671,0.9125,0.94885,0.70214,0.9865,0.50325,1.00334,0.0022445,0.0022445,0.0022445
169,21270.1,0.7793,0.41833,0.90055,0.94934,0.91071,0.94978,0.70334,0.98707,0.50294,1.00306,0.002228,0.002228,0.002228
170,21397,0.78462,0.43079,0.9043,0.93877,0.91717,0.94949,0.70542,0.98423,0.49505,1.00311,0.0022115,0.0022115,0.0022115
171,21532.5,0.80622,0.4299,0.90895,0.93307,0.91964,0.95173,0.70516,0.98366,0.49411,1.00236,0.002195,0.002195,0.002195
172,21665.9,0.7782,0.41861,0.9006,0.93919,0.92143,0.95141,0.70477,0.98263,0.49638,0.99949,0.0021785,0.0021785,0.0021785
173,21800.2,0.77647,0.42262,0.90293,0.95423,0.90804,0.95099,0.70422,0.98265,0.49964,1.00019,0.002162,0.002162,0.002162
174,21928.8,0.78557,0.42257,0.90093,0.94957,0.91339,0.95161,0.70538,0.98099,0.49318,0.99917,0.0021455,0.0021455,0.0021455
175,22056.9,0.77854,0.42533,0.90185,0.94885,0.91607,0.95263,0.70568,0.98055,0.48842,0.99927,0.002129,0.002129,0.002129
176,22184.7,0.78296,0.41857,0.9071,0.94847,0.9125,0.95213,0.7043,0.98041,0.48646,0.99987,0.0021125,0.0021125,0.0021125
177,22313.2,0.78575,0.421,0.90708,0.95237,0.91041,0.95242,0.70559,0.97999,0.48944,0.99896,0.002096,0.002096,0.002096
178,22440.8,0.7934,0.42961,0.90699,0.94551,0.91786,0.95239,0.70523,0.98137,0.48726,0.99936,0.0020795,0.0020795,0.0020795
