epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
159,6744.8,0.81097,0.43803,0.8929,0.9449,0.9034,0.94177,0.68246,0.93689,0.46948,0.94711,0.002179,0.002179,0.002179
160,6786.96,0.7947,0.42578,0.88803,0.94197,0.89866,0.9378,0.68422,0.93354,0.47257,0.94522,0.0021295,0.0021295,0.0021295
161,6829.16,0.80554,0.42847,0.88788,0.94604,0.90268,0.93934,0.68653,0.93186,0.47022,0.9442,0.00208,0.00208,0.00208
162,6871.28,0.7934,0.42224,0.88899,0.94579,0.90353,0.94348,0.68667,0.93124,0.47428,0.94385,0.0020305,0.0020305,0.0020305
163,6913.37,0.79769,0.42956,0.88543,0.9445,0.90179,0.94374,0.68945,0.92832,0.47138,0.94249,0.001981,0.001981,0.001981
164,6955.5,0.80618,0.43198,0.89166,0.93244,0.91339,0.94388,0.68791,0.92744,0.46967,0.94259,0.0019315,0.0019315,0.0019315
165,6997.61,0.78963,0.41933,0.88909,0.93673,0.90714,0.94141,0.68596,0.93424,0.47073,0.9441,0.001882,0.001882,0.001882
166,7039.74,0.80396,0.42813,0.88182,0.94044,0.90223,0.94191,0.68453,0.93484,0.47003,0.94576,0.0018325,0.0018325,0.0018325
167,7081.9,0.78555,0.41842,0.88402,0.94463,0.89877,0.94132,0.68717,0.93323,0.47087,0.94511,0.001783,0.001783,0.001783
168,7124.04,0.7925,0.42331,0.88456,0.94285,0.89851,0.94128,0.68493,0.93318,0.47341,0.94404,0.0017335,0.0017335,0.0017335
169,7166.15,0.79047,0.41449,0.8893,0.95254,0.89596,0.94201,0.68721,0.93325,0.47304,0.94499,0.001684,0.001684,0.001684
170,7208.27,0.7772,0.41165,0.87911,0.95233,0.89184,0.94169,0.68461,0.93816,0.471,0.9477,0.0016345,0.0016345,0.0016345
171,7250.4,0.78544,0.41617,0.88582,0.94962,0.89202,0.94154,0.68469,0.93926,0.47206,0.94797,0.001585,0.001585,0.001585
172,7292.51,0.78203,0.41078,0.88121,0.93951,0.90146,0.94184,0.68664,0.93871,0.47148,0.94722,0.0015355,0.0015355,0.0015355
